title|url|text|category
actualización fuera de banda de ms soluciona problemas de autenticación en windows server|http://blog.segu-info.com.ar/2021/11/actualizacion-fuera-de-banda-de-ms.html|se trata de una actualización fuera de banda  lo que se traduce en cuanurgente resulta su instalación por parte de todos los administradores quegestiones infraestructuras con el servidor de microsoftel problema no es de seguridad sino a la imposibilidad de autenticarse un problema quepuede suponer una enorme merma en la productividad de las empresas en las que seemplea windows server para la autenticación de sus trabajadores y  por lo tanto algo que debe ser solventado a la mayor brevedad  por lo tanto  si aplicaste dicha actualización  es posible que tus usuarios  estén teniendo problemas a la hora de intentar iniciar sesión en sus sistemas  pero  como ya hemos mencionado  microsoft ya ha publicado las actualizaciones  necesarias:microsoft ha asignado un kb distinto para cada versión de su servidor|Seguridad Informatica
emotet regresó y se distribuye a través de correos con adjuntos maliciosos|http://blog.segu-info.com.ar/2021/11/emotet-regreso-y-se-distribuye-traves.html|en total unos 700 servidores de comando y control (c&c) utilizados por los  atacantes para comprometer equipos y lanzar nuevas campañas maliciosas fueron  desconectados como parte de la operación y rápidamente se observó una caída  abrupta en su actividad  por otra parte  si bien se ha observado la distribución a través de trickbot   algunos investigadores ya confirman que también comenzaron a circular campañas  a través del correo que descargan emotet directamente  con lo cual podría ser  una señal de que su infraestructura está creciendo  vale la pena recordar que en el pasado emotet era utilizado como  infraestructura de malware como servicio (maas  por sus siglas en inglés) para  distribuir otras amenazas si bien en este resurgir trickbot está  distribuyendo emotet  antes de la interrupción de su infraestructura emotet  distribuía trickbot  el cual a su vez era utilizado para descargar algunos  ransomware como ryuk o conti|Seguridad Informatica
utilizan instancias de alibaba ecs para minar criptomonedas|http://blog.segu-info.com.ar/2021/11/utilicen-instancias-de-alibaba-ecs-para.html|alibaba es un gigante tecnológico chino con presencia en el mercado global  y  sus servicios en la nube se utilizan principalmente en el sudeste asiático  en particular  el servicio ecs se comercializa como una oferta de memoria  rápida  cpu intel y prometedoras operaciones de baja latencia aún mejor  para  protegerse contra malware como criptomineros  ecs viene con un agente de  seguridad preinstalado  esto hace posible que los actores de amenazas que obtienen acceso a las  credenciales de inicio de sesión accedan al servidor de destino a través de  ssh como root sin ningún trabajo preparatorio oescalamiento de  privilegios previoel actor de la amenaza tiene el mayor privilegio posible en caso de    compromiso  incluida la explotación de vulnerabilidades  cualquier problema    de configuración incorrecta  credenciales débiles o fuga de datos  explica el informe de trend micro  además  estos privilegios elevados permiten a los actores de amenazas crear  reglas de firewall que eliminan los paquetes entrantes de los rangos de ip que  pertenecen a los servidores internos de alibaba para evitar que el agente de  seguridad instalado detecte un comportamiento sospechoso  los actores de amenazas pueden ejecutar scripts que detienen al agente  de seguridad en el dispositivo comprometido dado lo fácil que es plantar  rootkits de módulos del kernel y malware de cryptojacking debido a los  privilegios elevados  no es de extrañar que múltiples actores de amenazas  compitan para hacerse cargo de las instancias de ecs en la nube de alibaba  trend micro también ha observado scripts que buscan procesos que se  ejecutan en puertos específicos comúnmente utilizados por malware y puertas  traseras y finalizan los procesos asociados para eliminar el malware de la  competencia  otra característica de ecs explotada por los actores es un sistema de  escalamiento automático que permite al servicio ajustar automáticamente los  recursos informáticos en función del volumen de solicitudes de los usuarios  esto es para ayudar a prevenir interrupciones del servicio y contratiempos  debido a cargas de tráfico repentinas  pero es una oportunidad para los  cryptojackers al abusar de esto cuando está activo en la cuenta  objetivo  los actores pueden aumentar su poder de extracción de monero e  incurrir en costos adicionales para el propietario de la instancia  teniendo en cuenta que los ciclos de facturación son mensuales en el mejor de  los casos  la víctima tardaría algún tiempo en darse cuenta del problema y  tomar medidas  cuando el escalamiento automático no está disponible  la minería provocará un  efecto de ralentización inmediato y notable a medida que los mineros utilicen  la potencia de la cpu disponible  si está utilizando el servicio en la nube de alibaba  asegúrese de que su  configuración de seguridad sea correcta y siga las mejores prácticas  además  evite ejecutar aplicaciones con privilegios de root  use claves  criptográficas para acceder y siga el principio de privilegio mínimo  en el caso de ecs  su protección integrada contra malware no es suficiente   por lo que agregar una segunda capa de detección de malware y vulnerabilidades  en el entorno de la nube debería ser parte de su práctica de seguridad  estándar|Seguridad Informatica
vulnerabilidad crítica en alto networks globalprotect vpn|http://blog.segu-info.com.ar/2021/11/vulnerabilidad-critica-en-alto-networks.html|el equipo desarrolló un exploit que permite obtener una shell en  el objetivo afectado  acceder a datos de configuración confidenciales  extraer  credenciales y mucho más una vez que un atacante logra el control sobre el  firewall  tendrá visibilidad de la red interna y podrá moverse lateralmente  el smuggling de solicitudes http es una técnica para interferir con la  forma en que un sitio web procesa secuencias de solicitudes http que se  reciben de los usuarios este tipo de vulnerabilidades son a menudo de  naturaleza crítica  lo que permite a un atacante eludir los controles de  seguridad  obtener acceso no autorizado a datos confidenciales y comprometer  directamente a otros usuarios de la aplicación  para aprovechar esta vulnerabilidad  un atacante debe tener acceso de red al  dispositivo en el puerto de servicio globalprotect (puerto predeterminado  443) como el producto afectado es un portal vpn  a menudo se puede acceder a  este puerto a través de internet en dispositivos con aslr habilitado (que  parece ser el caso en la mayoría de los dispositivos de hardware)  la  explotación es difícil pero posible  en dispositivos virtualizados (firewalls de la serie vm)  la explotación es  significativamente más fácil debido a la falta de aslr y se espera que pronto  surjan exploits públicos  en un esfuerzo por evitar permitir el uso indebido  los detalles técnicos  relacionados con cve-2021-3064 no se divulgarán públicamente durante un  período de 30 días a partir de la fecha de esta publicación en ese momento se  dará a conocer más información|Seguridad Informatica
"""guía introductoria a la seguridad para el desarrollo de aplicaciones web"" (ar disposición 8/2021)"|http://blog.segu-info.com.ar/2021/11/guia-introductoria-la-seguridad-para-el.html||Seguridad Informatica
windows 10 2004 dejará de recibir actualizaciones en diciembre|http://blog.segu-info.com.ar/2021/11/windows-10-2004-dejara-de-recibir.html|con el fin del ciclo de vida de la versión 2004 de windows 10 y windows server  se recomienda a los usuarios actualizar a la versión 21h1 o windows 11 para no  dejar de recibir las actualizaciones de seguridad mensuales    el próximo 14 de diciembre microsoft dejará de dar soporte a todos los    usuarios que todavía estén corriendo en sus equipos windows 10 versión 2004     también conocida como windows 10 may 2020 update o 20h1 lo mismo ocurrirá    con la versión de windows server 2004    este final del ciclo de vida implica que a partir de esa fecha microsoft no  estará enviando actualizaciones de seguridad relevantes para nuevas  vulnerabilidades  que dejará de brindar soporte técnico  y que tampoco  distribuirá otras actualizaciones que mejoren la calidad del sistema o  agreguen nuevas funcionalidades por lo tanto  se recomienda que para esa  fecha los usuarios hayan actualizado sus equipos a la versión 21h1 de windows  o windows 11  para saber qué versión de windows estás utilizando  puedes escribir winver en  la caja de búsqueda en la barra de tareas y aparecerá una opción que te  mostrará los detalles  la versión 21h1 está disponible para cualquiera a través de windows update y  será la versión que se ofrezca para los nuevos equipos si bien esta versión  se lanzó en mayo de 2020  la misma no estaba disponible para todos como lo  está ahora|Seguridad Informatica
"correos con ""html smuggling"" cada vez más utilizados en #phishing y malware"|http://blog.segu-info.com.ar/2021/11/correos-con-html-smuggling-cada-vez-mas.html|el html smuggling (¿contrabando?) es un enfoque que permite a un atacante  contrabandear droppers de primera etapa  a menudo scripts maliciosos  codificados incrustados en archivos adjuntos html especialmente diseñados o  páginas web  en una máquina víctima aprovechando las funciones básicas de  html5 y javascript en lugar de explotar una vulnerabilidad o un defecto de  diseño en los navegadores web modernos  al hacerlo  permite al actor de amenazas construir las cargas útiles de forma  programática en la página html utilizando javascript  en lugar de tener que  realizar una solicitud http para buscar un recurso en un servidor web  al  mismo tiempo que evita las soluciones de seguridad perimetral luego  los  droppers html se utilizan para buscar el malware principal que se ejecutará en  los puntos finales comprometidos  la capacidad de http smuggling para eludir los proxies web y de correo  electrónico lo ha convertido en un método lucrativo entre los actores  patrocinados por el estado y los grupos ciberdelincuentes para distribuir  malware en ataques del mundo real  señaló microsoft  más allá de las operaciones de espionaje  el contrabando de html también se ha  adoptado para los ataques de malware bancario que involucran al troyano  mekotio  y los adversarios envían correos electrónicos no deseados que  contienen un enlace malicioso que  al hacer clic  desencadena la descarga de  un archivo zip que  a su vez  contiene un descargador de archivos javascript  para recuperar binarios capaces de robo de credenciales y registro de teclas  al hacerlo  se inicia la ejecución del código javascript  que posteriormente  lanza un comando de powershell codificado en base64 para ponerse en contacto  con un servidor controlado por un atacante para descargar el malware trickbot   lo que finalmente allana el camino para los siguientes ataques de ransomwareel aumento en el uso de contrabando de html en campañas de correo    electrónico es otro ejemplo de cómo los atacantes siguen perfeccionando    componentes específicos de sus ataques mediante la integración de técnicas    altamente evasivas  señaló microsoft  dicha adopción muestra cómo las tácticas  técnicas y procedimientos (ttp)    se filtran desde las bandas de delincuencia cibernética a los actores de    amenazas maliciosas y viceversa también refuerza el estado actual de la    economía sumergida  donde tales ttp se mercantilizan cuando se consideran    efectivos|Seguridad Informatica
lazarus publica versiones troyanizadas de ida pro|http://blog.segu-info.com.ar/2021/11/lazarus-publica-versiones-troyanizadas.html|ida pro es una aplicación que convierte un ejecutable en lenguaje ensamblador   lo que permite a los investigadores y programadores de seguridad analizar cómo  funciona un programa y descubrir posibles errores  los investigadores de seguridad suelen utilizar ida para analizar software  legítimo en busca de vulnerabilidades y malware para determinar qué  comportamiento malicioso realiza sin embargo  como ida pro es una aplicación  cara  algunos investigadores descargan una versión crackeada en lugar  de comprarla  este instalador de ida se ha modificado para incluir dos dll maliciosos  llamados idahelpdll y win_fwdll que se ejecutarán cuando se  instale el programa el archivo win_fwdll crea una nueva tarea en el  programador de tareas de windows que inicia el programa idahelperdll    basándonos en el dominio y la aplicación troyanizada  atribuimos este    malware a la actividad conocida de lazarus  informada previamente por el    grupo de análisis de amenazas de google y microsoft  tuiteó eset con respecto a la conexión a lazarus  si bien nunca se determinó cuál era el objetivo final de estos ataques  era  probable que se intentara robar vulnerabilidades de seguridad no reveladas y  exploits que el grupo podría usar en sus propios ataques|Seguridad Informatica
rockethack: grupo delictivo centrado en infiltrar personas|http://blog.segu-info.com.ar/2021/11/rockethack-grupo-delictivo-centrado-en.html|el método de ataques principal de rockethack es a través del phishing con  correos electrónicos que contienen enlaces a páginas de inicio de sesión  falsas para google gmail  el servicio de correo electrónico cifrado protonmail  y telegram  entre otros un anuncio de 2018 de los delincuentes sugirió que  violar el protonmail centrado en la seguridad era su servicio más caro a  50000 rublos (u$s 700 al tipo de cambio actual)  mientras que abrir una  cuenta de gmail costaría u$s500 pero hay evidencia de que con algunos  proveedores de correo electrónico rusos tienen algún tipo de acceso más  profundo  ya que ofrecen ingresar a las cuentas sin necesidad de engañar al  usuario con correos electrónicos de phishing  su lista de clientes sigue siendo desconocida  pero parece ser diversa y es  probable que contenga clientes de estados nacionales en su lista de objetivos  había dos candidatos presidenciales en bielorrusia y un miembro del partido de  oposición  en un país donde un gobierno represivo ha tratado de reprimir la  disidencia también apuntó a los correos electrónicos privados del ministro de  defensa en un país de europa del este y el exjefe de una agencia de  inteligencia no especificada funcionarios gubernamentales de ucrania   eslovaquia  rusia  kazajstán  armenia  noruega  francia e italia fueron blanco  de ataques este año los anuncios anteriores en foros clandestinos  detallados  por la empresa de ciberseguridad group-ib con sede en singapur  indicaban que  el equipo se ofreció a realizar verificaciones de los historiales crediticios  de las personas y si las agencias internacionales de aplicación de la ley las  buscaban  hacquebord afirmó que rockethack había perpetrado varios ataques contra  activistas de derechos humanos y periodistas de uzbekistán  detallados  anteriormente por amnistía internacional y la organización canadiense sin  fines de lucro equalitie eso incluyó al editor en jefe de un sitio web de  medios uzbecos también se ha atacado a más de 25 periodistas de todo el  mundo  junto con el phishing  el grupo opera malware para espiar dispositivos android  y windows  agregó el investigador descubrió que el software espía de android  tenía módulos para espiar whatsapp  grabar llamadas y rastrear la ubicación  aunque hablan en ruso  sus orígenes son un misterio oleg dyorov  jefe de la  unidad de investigación de la empresa de ciberseguridad group-ib dijo que el  grupo apareció por primera vez ofreciendo servicios en el software de  mensajería cifrada jabber en 2017  a menudo centrándose en vk dado que la red  social es popular en los países postsoviéticos  esto podría dar  motivos para suponer que el atacante podría provenir de la región    postsoviética y tener sus clientes allí también  agregó dyorov  rockethack es solo uno de los muchos operadores subterráneos que brindan este  tipo de servicios de alquiler de delincuentes informáticos como dijo a forbes  un investigador de la empresa de inteligencia cibernética intel 471  el mercado de adquisición de cuentas es muy lucrativo y  como muestra    rockethack  no requiere mucho esfuerzo para causar una buena cantidad de    daño|Seguridad Informatica
arrestan afiliados al ransomware revil/sodinokibi/gandcrab|http://blog.segu-info.com.ar/2021/11/arrestan-afiliados-al-ransomware.html|primero detuvieron a dos sospechosos en rumania el pasado 4 de noviembre  acusados de llevar adelante 5000 ataques con revil  también conocido como  sodinokibi ese mismo día las autoridades de kuwait detuvieron a un sospechoso  de ser afiliados del ransomware gandcrab  el cual se cree que era operado por  los mismos miembros de revil antes de 2019|Seguridad Informatica
cloud controls matrix ccmv4 en español|http://blog.segu-info.com.ar/2021/11/cloud-controls-matrix-ccmv4-en-espanol.html|la nueva  versión asegura la cobertura de los requisitos derivados de las nuevas  tecnologías en la nube  nuevos controles y una mayor interoperabilidad y  compatibilidad con otros estándares|Seguridad Informatica
robinhood confirma el robo de 7 millones de datos de usuarios|http://blog.segu-info.com.ar/2021/11/robinhood-confirma-el-robo-de-7.html|la plataforma de negociación de acciones robinhood ha revelado una violación  de datos después de que sus sistemas fueran hackeado y un actor de amenazas  obtuviera acceso a la información personal de aproximadamente 7 millones de  clientes  el ataque ocurrió el 3 de noviembre después de que un actor de amenazas llamó  a un empleado de atención al cliente y usó ingeniería social para obtener  acceso a los sistemas de soporte al cliente  después de acceder a los sistemas de soporte  el atacante pudo acceder a la  información del cliente  incluidos nombres completos  direcciones de correo  electrónico y  para un número limitado de personas  datos de nacimiento y  códigos postales    también creemos que para un número más limitado de personas     aproximadamente 310 en total  se expuso información personal adicional     incluido el nombre  la fecha de nacimiento y el código postal  con un    subconjunto de aproximadamente 10 clientes que revelaron detalles de cuenta    más extensos  en resumen  la violación de datos expuso:  la compañía afirma que no cree que ningún número de seguro social  número de  cuenta bancaria o número de tarjeta de débito haya estado expuesto en el  ataque  después de enterarse del ataque y asegurar sus sistemas  robinhood también  recibió una demanda de extorsión si bien robinhood no ha proporcionado ningún  detalle sobre la demanda de extorsión  es probable que exista una amenaza de  que los datos robados se filtren si no se paga el rescate de bitcoin  robinhood dice que continúan investigando el incidente con la ayuda de  mandiant  una conocida empresa de ciberseguridad que se usa comúnmente para  responder a incidentes después de los ataques    como empresa la seguridad es lo primero  le debemos a nuestros clientes ser    transparentes y actuar con integridad  dijo caleb sima  director de seguridad de robinhood después de una revisión diligente  avisar a toda la comunidad de robinhood    de este incidente ahora es lo correcto  en este último incidente  las contraseñas no quedaron expuestas  ya que el  actor de la amenaza tenía acceso a los sistemas internos  por lo que no  estaría de más cambiar su contraseña para ser más cauteloso|Seguridad Informatica
actualizaciones de seguridad de microsoft de noviembre 2021 con dos zero-day explotados activamente|http://blog.segu-info.com.ar/2021/11/actualizaciones-de-seguridad-de.html|de las 55 fallas   seis están calificadas como críticas y 49 como importantes en gravedad   y otras cuatro figuran como conocidas públicamente en el momento del  lanzamiento  también se abordan cuatro vulnerabilidades divulgadas públicamente  pero no  explotadas:|Seguridad Informatica
paquetes npm modificados e infectados (verifica!)|http://blog.segu-info.com.ar/2021/11/paquetes-npm-modificados-e-infectados.html|en lo que es otro caso más de ataque a la cadena de suministro dirigido a  repositorios de software de código abierto  se descubrió que dos paquetes  populares de npm con descargas semanales acumulativas de casi 22 millones  estaban comprometidos con código malicioso al obtener acceso no autorizado a  las cuentas de los respectivos desarrolladores|Seguridad Informatica
ransomware blackmatter cierras sus operaciones por presiones de fuerzas del orden|http://blog.segu-info.com.ar/2021/11/ransomware-blackmatter-cierras-sus.html|todo apuntaba  en ese momento  a que como resultado de dichos contactos y del  endurecimiento de la posición de estados unidos al respecto  rusia hizo los  deberes y le cortó las alas a revil otras voces  más críticas con el gobierno  ruso  pensaron que éste había sido más laxo  y que tan solo había presionado a  la organización para que diera a entender que había desaparecido una teoría  que encajaba perfectamente con la posibilidad de su supuesta reaparición  a  posteriori  con el nombre de blackmatter  esto  claro  nos confirmó que blackmatter no era un rebranding de revil  sino  un grupo independiente (o que pudiera estar relacionado  formado quizá por  algún ex miembro de la organización) quizá aspiraba a llenar el hueco que  pudiera haber dejado revil  pero no era el mismo grupo una mala noticia  pues  lo que pensábamos que era solo un cambio de nombre  en realidad era solo el  intento oportunista de un grupo para aprovechar la estela de otro  que poco  después retomó sus actividades en resumen  si en un momento celebrábamos la  desaparición de un grupo  pocos meses después nos encontramos con dos  todo apunta  de nuevo  a los contactos bilaterales entre estados unidos y  rusia y es que desde el endurecimiento de la postura de la administración  biden al respecto  la colaboración entre los dos países parece haber mejorado  sustancialmente  ya que las autoridades rusas habrían intensificado sus  acciones contra los grupos como blackmatter  haciendo mucho más difícil que  puedan operar con la normalidad con la que  da la impresión  lo han hecho  hasta ahora  por otra parte  algunas voces afirman que en el seno de revil no habría hecho  demasiada gracia que blackmatter quisiera atribuirse su historial y sus  logros esto  con los creadores de sodinokibi desaparecidos  tampoco supondría  un gran problema  pero ahora que revil ha vuelto  con toda seguridad no  estarán dispuestos a que otros se cuelguen sus medallas y  por lo tanto   puedan sacar partido de la imagen de marca que  para bien o para mal  ya  existe alrededor de la veterana organización cibercriminal|Seguridad Informatica
